id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name
1304,Sabulodes aegrotata,Omnivorous Looper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sabulodes,aegrotata,01304_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Sabulodes_aegrotata
1305,Scopula immorata,Lewes Wave,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,immorata,01305_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Scopula_immorata
1306,Scopula limboundata,Large Lace Border Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,limboundata,01306_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Scopula_limboundata
1307,Scopula rubraria,Plantain moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scopula,rubraria,01307_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Scopula_rubraria
1308,Scotopteryx chenopodiata,Shaded Broad-bar,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scotopteryx,chenopodiata,01308_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Scotopteryx_chenopodiata
1309,Sicya macularia,Sharp-lined Yellow,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sicya,macularia,01309_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Sicya_macularia
1310,Sigilliclystis insigillata,Insigillated Pug,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sigilliclystis,insigillata,01310_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Sigilliclystis_insigillata
1311,Siona lineata,Black-veined Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Siona,lineata,01311_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Siona_lineata
1312,Synchlora aerata,Wavy-lined Emerald,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Synchlora,aerata,01312_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_aerata
1313,Synchlora frondaria,Southern Emerald Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Synchlora,frondaria,01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria
1314,Tetracis cachexiata,White Slant-line,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Tetracis,cachexiata,01314_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Tetracis_cachexiata
1315,Tetracis crocallata,Yellow Slant-line,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Tetracis,crocallata,01315_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Tetracis_crocallata
1316,Timandra amaturaria,Cross-lined Wave,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Timandra,amaturaria,01316_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Timandra_amaturaria
1317,Timandra comae,Blood Vein,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Timandra,comae,01317_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Timandra_comae
1318,Traminda aventiaria,Cross-line Wave Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Traminda,aventiaria,01318_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Traminda_aventiaria
1319,Trichodezia albovittata,White-striped Black Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Trichodezia,albovittata,01319_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Trichodezia_albovittata
1320,Triphosa haesitata,Tissue Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Triphosa,haesitata,01320_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Triphosa_haesitata
1321,Xanthorhoe ferrugata,Dark-barred Twin-spot Carpet,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,ferrugata,01321_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Xanthorhoe_ferrugata
1322,Xanthorhoe fluctuata,Garden Carpet,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,fluctuata,01322_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Xanthorhoe_fluctuata
1323,Xanthorhoe lacustrata,Toothed Brown Carpet Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,lacustrata,01323_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Xanthorhoe_lacustrata
1324,Xanthorhoe montanata,Silver-ground Carpet,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,montanata,01324_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Xanthorhoe_montanata
1325,Cameraria ohridella,Horse-chestnut Leafminer,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Cameraria,ohridella,01325_Animalia_Arthropoda_Insecta_Lepidoptera_Gracillariidae_Cameraria_ohridella
1326,Phyllocnistis populiella,Common Aspen Leaf Miner,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,populiella,01326_Animalia_Arthropoda_Insecta_Lepidoptera_Gracillariidae_Phyllocnistis_populiella
1327,Aenetus virescens,Puriri moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Aenetus,virescens,01327_Animalia_Arthropoda_Insecta_Lepidoptera_Hepialidae_Aenetus_virescens
1328,Korscheltellus lupulina,Common Swift,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Korscheltellus,lupulina,01328_Animalia_Arthropoda_Insecta_Lepidoptera_Hepialidae_Korscheltellus_lupulina
1329,Triodia sylvina,Orange Swift,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Triodia,sylvina,01329_Animalia_Arthropoda_Insecta_Lepidoptera_Hepialidae_Triodia_sylvina
1330,Achalarus lyciades,Hoary Edge,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achalarus,lyciades,01330_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Achalarus_lyciades
1331,Achlyodes pallida,Pale Sicklewing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achlyodes,pallida,01331_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Achlyodes_pallida
1332,Amblyscirtes celia,Celia's Roadside-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Amblyscirtes,celia,01332_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Amblyscirtes_celia
1333,Ampittia dioscorides,Common Bush Hopper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ampittia,dioscorides,01333_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ampittia_dioscorides
1334,Anatrytone logan,Delaware Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Anatrytone,logan,01334_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Anatrytone_logan
1335,Ancyloxypha numitor,Least Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ancyloxypha,numitor,01335_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ancyloxypha_numitor
1336,Antigonus erosus,Common Spurwing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Antigonus,erosus,01336_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Antigonus_erosus
1337,Asbolis capucinus,Monk Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Asbolis,capucinus,01337_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Asbolis_capucinus
1338,Astraptes fulgerator,Two-barred Flasher,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Astraptes,fulgerator,01338_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Astraptes_fulgerator
1339,Atalopedes campestris,Sachem,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Atalopedes,campestris,01339_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Atalopedes_campestris
1340,Autochton cellus,Golden-banded Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Autochton,cellus,01340_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Autochton_cellus
1341,Borbo cinnara,Formosan Swift,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Borbo,cinnara,01341_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Borbo_cinnara
1342,Burnsius albescens,White Checkered-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,albescens,01342_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Burnsius_albescens
1343,Burnsius communis,Common Checkered Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,communis,01343_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Burnsius_communis
1344,Burnsius oileus,Tropical Checkered Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,oileus,01344_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Burnsius_oileus
1345,Burnsius orcus,Orcus Checkered-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,orcus,01345_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Burnsius_orcus
1346,Burnsius philetas,Desert Checkered-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Burnsius,philetas,01346_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Burnsius_philetas
1347,Calpodes ethlius,Brazilian Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Calpodes,ethlius,01347_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Calpodes_ethlius
1348,Carcharodus alceae,Mallow Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carcharodus,alceae,01348_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Carcharodus_alceae
1349,Carterocephalus palaemon,Chequered Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,palaemon,01349_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Carterocephalus_palaemon
1350,Chioides albofasciatus,White-striped Longtail,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Chioides,albofasciatus,01350_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Chioides_albofasciatus
1351,Chiomara georgina,White-patched Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Chiomara,georgina,01351_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Chiomara_georgina
1352,Copaeodes aurantiaca,Orange Skipperling,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,01352_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Copaeodes_aurantiaca
1353,Copaeodes minima,Southern Skipperling,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Copaeodes,minima,01353_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Copaeodes_minima
1354,Daimio tethys,Daimio tethys,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Daimio,tethys,01354_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Daimio_tethys
1355,Eantis tamenund,Sickle-winged Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Eantis,tamenund,01355_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Eantis_tamenund
1356,Epargyreus clarus,Silver-spotted Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Epargyreus,clarus,01356_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Epargyreus_clarus
1357,Erynnis baptisiae,Wild Indigo Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,baptisiae,01357_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_baptisiae
1358,Erynnis brizo,Sleepy Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,brizo,01358_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_brizo
1359,Erynnis funeralis,Funereal Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,funeralis,01359_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_funeralis
1360,Erynnis horatius,Horace's Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,horatius,01360_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_horatius
1361,Erynnis icelus,Dreamy Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,icelus,01361_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_icelus
1362,Erynnis juvenalis,Juvenal's Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,juvenalis,01362_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_juvenalis
1363,Erynnis propertius,Propertius Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,propertius,01363_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_propertius
1364,Erynnis tages,Dingy Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,tages,01364_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_tages
1365,Erynnis tristis,Mournful Duskywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,tristis,01365_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Erynnis_tristis
1366,Euphyes dion,Dion Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Euphyes,dion,01366_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Euphyes_dion
1367,Euphyes vestris,Dun Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Euphyes,vestris,01367_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Euphyes_vestris
1368,Heliopetes ericetorum,Northern White-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Heliopetes,ericetorum,01368_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Heliopetes_ericetorum
1369,Heliopetes laviana,Laviana White-Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Heliopetes,laviana,01369_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Heliopetes_laviana
1370,Hesperia colorado,Western Branded Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,colorado,01370_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hesperia_colorado
1371,Hesperia comma,Common Branded Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,comma,01371_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hesperia_comma
1372,Hesperia leonardus,Leonard's Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hesperia,leonardus,01372_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hesperia_leonardus
1373,Hylephila phyleus,Fiery Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,phyleus,01373_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Hylephila_phyleus
1374,Iambrix salsala,Chestnut Bob,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Iambrix,salsala,01374_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Iambrix_salsala
1375,Lerema accius,Clouded Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerema,accius,01375_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lerema_accius
1376,Lerodea eufala,Eufala Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerodea,eufala,01376_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lerodea_eufala
1377,Lon hobomok,Hobomok Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,hobomok,01377_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lon_hobomok
1378,Lon melane,Umber Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,melane,01378_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lon_melane
1379,Lon taxiles,Taxiles Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,taxiles,01379_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lon_taxiles
1380,Lon zabulon,Zabulon Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lon,zabulon,01380_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lon_zabulon
1381,Notocrypta curvifascia,Restricted Demon,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Notocrypta,curvifascia,01381_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Notocrypta_curvifascia
1382,Notocrypta paralysos,common banded demon,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Notocrypta,paralysos,01382_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Notocrypta_paralysos
1383,Ochlodes agricola,Rural Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,agricola,01383_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ochlodes_agricola
1384,Ochlodes sylvanoides,Woodland Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanoides,01384_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ochlodes_sylvanoides
1385,Ochlodes sylvanus,Large Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,sylvanus,01385_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ochlodes_sylvanus
1386,Ocybadistes walkeri,Yellow-banded Dart,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ocybadistes,walkeri,01386_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Ocybadistes_walkeri
1387,Oligoria maculata,Twin-spot Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Oligoria,maculata,01387_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Oligoria_maculata
1388,Panoquina ocola,Ocola Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Panoquina,ocola,01388_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Panoquina_ocola
1389,Pelopidas mathias,Small Branded Swift,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pelopidas,mathias,01389_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Pelopidas_mathias
1390,Phocides polybius,Guava Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Phocides,polybius,01390_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Phocides_polybius
1391,Pholisora catullus,Common Sootywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pholisora,catullus,01391_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Pholisora_catullus
1392,Poanes viator,Broad-winged Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Poanes,viator,01392_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Poanes_viator
1393,Polites mystic,Long Dash Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites,mystic,01393_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_mystic
1394,Polites peckius,Peck's Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites,peckius,01394_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_peckius
1395,Polites sabuleti,Sandhill Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites,sabuleti,01395_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_sabuleti
1396,Polites themistocles,Tawny-edged Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites,themistocles,01396_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_themistocles
1397,Polites vibex,Whirlabout,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Polites,vibex,01397_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Polites_vibex
1398,Pompeius verna,Little Glassywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pompeius,verna,01398_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Pompeius_verna
1399,Potanthus omaha,Lesser Dart,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Potanthus,omaha,01399_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Potanthus_omaha
1400,Pyrgus malvae,Grizzled Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,malvae,01400_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Pyrgus_malvae
1401,Pyrgus malvoides,Southern Grizzled Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,malvoides,01401_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Pyrgus_malvoides
1402,Suastus gremius,Indian Palm Bob,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Suastus,gremius,01402_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Suastus_gremius
1403,Thorybes bathyllus,Southern Cloudywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thorybes,bathyllus,01403_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Thorybes_bathyllus
1404,Thorybes pylades,Northern Cloudywing,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thorybes,pylades,01404_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Thorybes_pylades
1405,Thymelicus lineola,European Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,lineola,01405_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Thymelicus_lineola
1406,Thymelicus sylvestris,Small Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thymelicus,sylvestris,01406_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Thymelicus_sylvestris
1407,Udaspes folus,Grass Demon,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Udaspes,folus,01407_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Udaspes_folus
1408,Urbanus dorantes,Dorantes Longtail,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,dorantes,01408_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Urbanus_dorantes
1409,Urbanus procne,Brown Longtail,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,procne,01409_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Urbanus_procne
1410,Urbanus proteus,Long-tailed Skipper,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus,proteus,01410_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Urbanus_proteus
1411,Wallengrenia egeremet,Northern Broken-Dash,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Wallengrenia,egeremet,01411_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Wallengrenia_egeremet
